FID,FID_1,eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_tx,region,region_txt,provstate,city,latitude,longitude,specificit,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternativ,alternat_1,multiple,success,suicide,attacktype,attackty_1,attackty_2,attackty_3,attackty_4,attackty_5,targtype1,targtype1_,targsubtyp,targsubt_1,corp1,target1,natlty1,natlty1_tx,targtype2,targtype2_,targsubt_2,targsubt_3,corp2,target2,natlty2,natlty2_tx,targtype3,targtype3_,targsubt_4,targsubt_5,corp3,target3,natlty3,natlty3_tx,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain,guncerta_1,guncerta_2,individual,nperps,nperpcap,claimed,claimmode,claimmode_,claim2,claimmode2,claimmod_1,claim3,claimmode3,claimmod_2,compclaim,weaptype1,weaptype1_,weapsubtyp,weapsubt_1,weaptype2,weaptype2_,weapsubt_2,weapsubt_3,weaptype3,weaptype3_,weapsubt_4,weapsubt_5,weaptype4,weaptype4_,weapsubt_6,weapsubt_7,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propexte_1,propvalue,propcommen,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcoun,ransom,ransomamt,ransomamtu,ransompaid,ransompa_1,ransomnote,hostkidout,hostkido_1,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related,FID_2,SOA_CODE,SOA_LABEL,SOA,SOA_CODE_1,All_usual,Religion or religion brought up in: Catholic,Religion or religion brought up in: Protestant and Other Christian (including Christian related),Religion or religion brought up in: Other religions,Religion or religion brought up in: None,Religion or religion brought up in: Catholic (%),Religion or religion brought up in: Protestant and Other Christian (including Christian related) (%),Religion or religion brought up in: Other religions (%),Religion or religion brought up in: None (%)
187,126,2.01311E+11,2013,11,5, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Cullyhanna,54.113333,-6.624763,1,1,The incident occurred along Drumlougher road in Newry and Mourne.,"11/05/2013: Assailants attacked a civilian man in his residence in Drumlougher area, Newry and Mourne district, Northern Ireland, United Kingdom. The victim, who survived the attack, was beaten with a hammer and shot in both legs. Oglaigh na hEireann cla",1,1,1,0,0, ,0,1,0,2,Armed Assault,0, ,0, ,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilian,233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,Oglaigh na hEireann, , , , , ,Oglaigh na hEireann claimed responsibility for the incident and stated that the attack was in retaliation for the victim having compromised organizational equipment and members' security.,0,0, ,0,-99,0,1,4,E-mail,0,0, , , , ,0,5,Firearms,3,Handgun,9,Melee,21,Blunt Object, , , , , , , , ,A hammer was used in the attack.,0,0,0,1,0,0,0,0, ,0, ,0,0,0,0, , , ,0, , , , , ,0, ,0, ,"""Óglaigh na hÉireann claims responsibility for shooting,"" Crossmaglen Examiner, November 18, 2013.","""Barbaric shooting reflects “warped version of the past”,"" Crossmaglen Examiner, November 11, 2013.", ,START Primary Collection,0,0,1,1, ,724,95VV08W1,Creggan,Creggan,95VV08W1,3088,2886,172,1,29,93.46,5.57,0.03,0.94
188,131,2.01311E+11,2013,11,27, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Crossmaglen,54.077218,-6.608547,1,1, ,"11/27/2013: An explosive device planted by an electrical pylon was discovered and defused near Crossmaglen village, Newry and Mourne district, Northern Ireland, United Kingdom. No group claimed responsibility; however, officials attributed the attack to",1,1,1,0,0, ,0,0,0,3,Bombing/Explosion,0, ,0, ,21,Utilities,107,Electricity,Unknown,Power Pylon,233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,Dissident Republicans, , , , , , ,0,0, ,0,-99,0,0,0, ,0,0, , , , ,0,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,0, ,0, , , , , , , , , ,An unknown explosive was used in the attack.,0,0,0,0,0,0,0,0, ,0, ,0,0,0,0, , , ,0, , , , , ,0, ,0, ,"""Device left by pylon carrying cross-border power supply,"" The Irish News, November 28, 2013.","""Police find suspected bomb near electricity pylons in south Armagh,"" guardian.co.uk, November 27, 2013.","""Suspicious device left beside north-south electricity connector,"" Big News Network, November 28, 2013.",START Primary Collection,0,0,1,1, ,725,95VV09W1,Crossmaglen,Crossmaglen,95VV09W1,2665,2543,97,1,24,95.42,3.64,0.04,0.9
189,166,2.01502E+11,2015,2,25, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Crossmaglen,54.077725,-6.608058,1,1, ,"02/25/2015: An explosive device attached to a poster detonated outside of a civilian residence two miles from Crossmaglen town, Newry and Mourne district, Northern Ireland, United Kingdom. The civilian was injured in the blast. No group claimed responsib",1,1,1,0,0, ,0,1,0,3,Bombing/Explosion,0, ,0, ,14,Private Citizens & Property,68,Named Civilian,Not Applicable,Civilian: Francis McCabe Jr.,233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,Oglaigh na hEireann, , , , , , ,0,0, ,0,-99,0,0,0, ,0,0, , , , ,0,6,Explosives/Bombs/Dynamite,17,Other Explosive Type,0, ,0, , , , , , , , , ,An explosive device attached to a poster was used in the attack.,0,0,0,1,0,0,1,3,Minor (likely < $1 million),-99,A lamppost was damaged in this attack.,0,0,0,0, , , ,0, , , , , ,0, ,0, ,"""Armagh explosion was a pipe bomb,"" BBC, February 26, 2015.","""Irishman wounded by booby-trap bomb as he removes IRA sign,"" The Associated Press, February 25, 2015.","""Man injured in   suspected   dissident   bomb attack  ;  Son of Sinn F&eacute;in activist injured as he was taking poster from pole near Crossmaglen,"" The Irish Times, February 26, 2015.",START Primary Collection,0,0,1,1, ,725,95VV09W1,Crossmaglen,Crossmaglen,95VV09W1,2665,2543,97,1,24,95.42,3.64,0.04,0.9
190,176,2.01505E+11,2015,5,7, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Newry,54.175102,-6.34023,1,0, ,"05/07/2015: An explosive device detonated in Newry city, Down county, Northern Ireland, United Kingdom. There were no reported casualties in the attack. No group claimed responsibility; however, sources attributed the incident to Dissident republicans.",1,1,1,0,0, ,0,1,0,3,Bombing/Explosion,0, ,0, ,20,Unknown,0, ,Unknown,Unknown,233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,Dissident Republicans, , , , , , ,0,0, ,0,-99,0,0,0, ,0,0, , , , ,0,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,0, ,0, , , , , , , , , , ,0,0,0,0,0,0,0,0, ,0, ,0,0,0,0, , , ,0, , , , , ,0, ,0, ,"""Trains disrupted by Newry alert,"" UTV, May 7, 2015.","""Newry device detonated army confirm,"" UTV, May 7, 2015.","""Police appeal over viable device,"" Big News Network, May 8, 2015.",START Primary Collection,0,0,1,1, ,727,95VV10S2,Daisy hill_2,Daisy Hill 2,95VV10S2,1575,1437,78,20,40,91.24,4.95,1.27,2.54
191,47,2.00711E+11,2007,11,11, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Newry,54.18006,-6.33393,1,0,Northern Ireland,"11/11/2007: An explosive device was detonated in Newry, Northern Ireland, during Poppy Day celebrations. There were no injuries and authorities blamed the blast on dissident republicans.",1,1,1,0,0, ,0,1,0,3,Bombing/Explosion,0, ,0, ,14,Private Citizens & Property,78,"Procession/Gathering (funeral, wedding, birthday, religious)",Unknown,Poppy Day celebrators,216,Great Britain,0, ,0, , , ,0, , , , , , , , , ,Dissident Republicans, , , , , ,The goal was to disrupt the parade and cause mass panic among the population.,0,0, ,0,0,0,0,0, ,0,0, , , , ,0,6,Explosives/Bombs/Dynamite,14,Time Fuse,0, ,0, , , , , , , , , ,"The explosion was not meant to cause significant damage, just to frighten the population.",0,0,0,0,0,0,0,0, ,0, ,0,0,0,0, , , ,0, , , , , ,0, ,0, ,"Lisa Smyth, ""Cannon blast terror in Newry,"" Belfast Telegraph, November 12, 2007.","Victoria McMahon, ""Despicable; Poppy Day Blast Terror We Feared 'Another Enniskillen' Say Witnesses After Bombing,"" The Mirror, November 12, 2007.", ,CETIS,0,0,1,1, ,759,95VV30S1,Windsor Hill_1,Windsor Hill 1,95VV30S1,1614,1392,179,10,33,86.25,11.09,0.62,2.04
192,62,2.01002E+11,2010,2,22, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Newry,54.18006,-6.33393,2,0,"The incident occurred at a courthouse in Newry, County Down.","02/22/2010: On Monday night around 2240, in Newry, County Down, Northern Ireland, a vehicle-borne improvised explosive device was abandoned close to the gates of the courthouse and police were evacuating the area when the bomb went off, damaging the gove",1,1,1,0,0, ,0,1,0,3,Bombing/Explosion,0, ,0, ,2,Government (General),14,Judge/Attorney/Court,County Down Government,A courthouse,96,Ireland,0, ,0, , , ,0, , , , , , , , , ,Irish Republican Extremists, , , , , ,The specific motive for the attack is to intimidate the County Down government.,1,0, ,0,-99,0,0,0, ,0,0, , , , ,0,6,Explosives/Bombs/Dynamite,15,Vehicle,0, ,0, , , , , , , , , ,A vehicle borne improvised explosive device was used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),0,The attack caused damaged to a courthouse.,0,0,0,0, , , ,0, , , , , ,0, ,0, ,"Age, ""Northern Ireland Car Bomb 'Will Not Derail Peace',"" http://www.theage.com.au/world/northern-ireland-car-bomb-will-not-derail-peace-20100224-p1ba.html (February 24, 2010).","National Counterterrorism Center, ""One Courthouse Damaged in VBIED Attack by Suspected Dissident Republicans in Newry, Northern Ireland, United Kingdom,"" Worldwide Incidents Tracking System, July 09, 2010.", ,ISVG,0,1,1,1, ,759,95VV30S1,Windsor Hill_1,Windsor Hill 1,95VV30S1,1614,1392,179,10,33,86.25,11.09,0.62,2.04
193,72,2.01008E+11,2010,8,14, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Newry,54.18006,-6.33393,1,0,"County Armagh. The attack took place in the Drumalane Park area of Newry, County Armagh.","08/14/2010: On Saturday night around 2300, in the Drumalane Park area of Newry, County Armagh, Northern Ireland, unidentified militants in a silver Renault Megane threw a petrol bomb into the red Renault Laguna car of Damian McKevitt, an independent memb",1,1,1,0,0, ,0,1,0,7,Facility/Infrastructure Attack,0, ,0, ,3,Police,23,Police Patrol (including vehicles and convoys),District Policing Partnership,"The car of Damian McKevitt, a member of the District Policing Partnership,",233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,Irish Republican Extremists, , , , , ,The specific motive for the attack is unknown.,1,0, ,0,-99,0,0,0, ,0,0, , , , ,0,8,Incendiary,20,Gasoline or Alcohol,0, ,0, , , , , , , , , ,A petrol bomb was used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),0,The attack destroyed a Renault Laguna car.,0,0,0,0, , , ,0, , , , , ,0, ,0, ,"Jane’s Intelligence, “Fire Attack Destroys Car in Northern Ireland's County Armagh,” Terrorism Watch Report, BBC, August 17, 2010.","Diana Rusk, ""Dissident Republican Threat - DPP Member Vows to Continue Work Despite Attack on His Car,"" LexisNexis Academic, Irish News, August 16, 2010.","RTE News, ""Dialogue Needed with Dissidents - PSNI Chief,"" LexisNexis Academic, RTE News, August 15, 2010.",ISVG,0,0,1,1, ,759,95VV30S1,Windsor Hill_1,Windsor Hill 1,95VV30S1,1614,1392,179,10,33,86.25,11.09,0.62,2.04
194,84,2.01204E+11,2012,4,6, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Newry,54.18006,-6.33393,1,0, ,"04/06/2012: An explosive device was discovered and safely defused in Newry city, County Down, Northern Ireland, United Kingdom. Authorities believed the device was meant to target police officers on the anniversary of the 1916 Easter Rising. No group cla",1,1,1,0,0, ,0,0,0,3,Bombing/Explosion,0, ,0, ,3,Police,25,Police Security Forces/Officers,Police Service of Northern Ireland (PSNI),Officers,233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,Oglaigh na hEireann, , , , , ,"The specific motive is unknown; however, local government sources speculated that the attack was an attempt to increase sectarian tensions near the 96th anniversary of the 1916 Easter Rising.  Sources also noted that the attack occurred on the 14th anniv",1,0, ,0,-99,0,0,0, ,0,0, , , , ,0,6,Explosives/Bombs/Dynamite,9,Letter Bomb,0, ,0, , , , , , , , , , ,0,0,0,0,0,0,0,0, ,0, ,0,0,0,0, , , ,0, , , , , ,0, ,0, ,"""Irish   bomb defused,"" The Times (London), April 7, 2012.","""NEWRY BOMB murder bid,"" Sunday Life, April 8, 2012.","""Defused   dissident   bomb   a significant size, police reveal The Army bomb disposal team at the scene of the alert,"" Belfast Telegraph, April 7, 2012.",START Primary Collection,0,0,1,1, ,759,95VV30S1,Windsor Hill_1,Windsor Hill 1,95VV30S1,1614,1392,179,10,33,86.25,11.09,0.62,2.04
195,87,2.01204E+11,2012,4,26, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Newry,54.18006,-6.33393,1,1, ,"04/26/2012: An explosives-laden van was discovered and defused by authorities near Newry city, Down district, Northern Ireland, United Kingdom. No group claimed responsibility for the device; however, authorities suspected Oglaigh na hEireann.",1,1,1,0,0, ,0,0,0,3,Bombing/Explosion,0, ,0, ,3,Police,23,Police Patrol (including vehicles and convoys),Police Service of Northern Ireland (PSNI),Patrol,233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,Oglaigh na hEireann, , , , , , ,1,0, ,0,-99,0,0,0, ,0,0, , , , ,0,6,Explosives/Bombs/Dynamite,15,Vehicle,0, ,0, , , , , , , , , ,A van containing two barrels consisting of 300 pounds of explosive materials each and a detonator was used in the attack.,0,0,0,0,0,0,0,0, ,0, ,0,0,0,0, , , ,0, , , , , ,0, ,0,"This was one of two similar attacks in two days, both of which were either claimed by or attributed to Oglaigh na hEireann. The other attack is identified as 201204270022.","""N. Ireland bomb would have caused 'devastation': police,"" Agence France Presse, April 28, 2012.","""Northern Ireland police find huge unexploded bomb,"" CNN Wire, April 28, 2012.","""Bomb 'for police'; Bomb 'for police attack',"" The Sunday Times, April 29, 2012.",START Primary Collection,0,0,1,1, ,759,95VV30S1,Windsor Hill_1,Windsor Hill 1,95VV30S1,1614,1392,179,10,33,86.25,11.09,0.62,2.04
196,39,2.00505E+11,2005,5,2, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Whitehouse,54.656828,-5.905191,1,1,Ulster (Province),"05/02/2005: Suspected Irish Republican Army members planted a pipe bomb at Gideon's Green, Newtownabbey in Belfast that was discovered along the route of the Belfast Marathon. It was disabled before it could harm anyone, including the target of the attac",1,1,1,0,0, ,0,0,0,3,Bombing/Explosion,0, ,0, ,3,Police,25,Police Security Forces/Officers,Northern Ireland Police,Chief Constable Hugh Orde,233,Northern Ireland,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,Participants in the Belfast Marathon,999,Multinational, , , , , , , , ,Irish Republican Army (IRA), , , , , ,The bomb was intended to kill Chief Constable Hugh Orde.,1,0, ,0,0,0,1,3,Call (pre-incident),0,0, , , , ,-9,6,Explosives/Bombs/Dynamite,17,Other Explosive Type,0, ,0, , , , , , , , , ,A pipe bomb was used in the attack.,0,0,0,0,0,0,0,0, ,0, ,0,0,0,0, , , ,0, , , , , ,0, ,0,An anonymous man called a journalist about the attack but he did not give the name of the group. Authorities believed from the information given it was the work of dissident republicans. The Belfast Marathon's course was altered when authorities discover,"Debra Douglass and Andrea Clements, “Orde 'Was Target of Bombers',” Belfast Telegraph, May 03, 2005.","Cameron Simpson, “Terrorists Try to Blow up Police Chief as he Runs in Belfast Marathon,” The Herald, May 03, 2005.","“Marathon Bombers in Threat to Kill Police Chief,” Irish Independent, May 03, 2005.",CETIS,0,1,1,1, ,761,95WW01S1,Abbey_1,Abbey 1,95WW01S1,1441,385,893,27,136,26.72,61.97,1.87,9.44
197,122,2.0131E+11,2013,10,25, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Mallusk,54.677968,-5.996696,1,0, ,"10/25/2013: A letter bomb addressed to Chief Constable Matt Baggot was intercepted and defused in Mallusk town, Antrim district, Northern Ireland, United Kingdom. This was one of two letter bombs addressed to police officials discovered on this day. No g",1,1,1,0,0, ,1,0,0,3,Bombing/Explosion,0, ,0, ,3,Police,25,Police Security Forces/Officers,Police Service of Northern Ireland (PSNI),Police Officer: Matt Baggot,233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,Dissident Republicans, , , , , , ,0,0, ,0,-99,0,0,0, ,0,0, , , , ,0,6,Explosives/Bombs/Dynamite,9,Letter Bomb,0, ,0, , , , , , , , , ,An explosive device hidden in a package was used in the attack.,0,0,0,0,0,0,0,0, ,0, ,0,0,0,0, , , ,0, , , , , ,0, ,0, ,"""Letter Bomb Sent To NI Secretary Villiers,"" Sky News, October 29, 2013.","""Dissidents blamed for PSNI letter bombs,"" UTV, October 25, 2013.","""Letter bomb sent  to PSNI chief constable,"" Irish Times, October 25, 2013.",START Primary Collection,0,0,1,1,"201310250005, 201310250006",797,95WW20S2,Mallusk_2,Mallusk 2,95WW20S2,4574,2848,1382,42,302,62.26,30.21,0.92,6.6
198,71,2.01008E+11,2010,8,4, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Bangor,54.640336,-5.640532,1,0,"County Down. The attack occurred near a home in the Chatsworth area of Bangor, County Down.","08/04/2010: On Wednesday morning around 0745, in the Chatsworth area of Bangor, County Down, Northern Ireland, an army major was targeted in an attempted bombing by unidentified assailants. An explosive device was planted on the underside of his car and",1,1,1,0,0, ,0,0,0,3,Bombing/Explosion,0, ,0, ,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Northern Ireland Military,An army major was targeted in the attack.,233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,Irish Republican Extremists, , , , , ,The specific motive for the attack is unknown.,1,0, ,0,-99,0,0,0, ,0,0, , , , ,0,6,Explosives/Bombs/Dynamite,15,Vehicle,0, ,0, , , , , , , , , ,A vehicle borne improvised explosive device was used in the attack.,0,0,0,0,0,0,0,0, ,0, ,0,0,0,0, , , ,0, , , , , ,0, ,0, ,"CNN, ""Police: Bomb Found Under Soldier's Car in N. Ireland,"" CNN, August 4, 2010, http://www.cnn.com/2010/WORLD/europe/08/04/nireland.bomb/index.html.","New York Times, ""Northern Ireland: Bomb is Defused,"" Reuters, August 4, 2010, http://www.nytimes.com/2010/08/05/world/europe/05briefs-BOMBISDEFUSE_BRF.html?ref=europe.","Observer, ""Northern Ireland Dissidents Attempt to Kill Police Officer at Home,"" LexisNexis Academic, Observer, August 8, 2010.",ISVG,0,0,1,1, ,809,95XX01S2,Ballycrochan_2,Ballycrochan 2,95XX01S2,1930,181,1531,29,189,9.38,79.33,1.5,9.79
199,64,2.01004E+11,2010,4,11, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Holywood,54.642435,-5.829995,1,0,The incident occurred at an unknown location in northern Belfast.,"04/11/2010: On Sunday, Real Irish Republican Army (RIRA) militants hijacked a taxi from an unknown location in northern Belfast, Northern Ireland. According to reports the driver was held in the vehicle, which was being driven to Hollywood barracks to be",1,1,1,0,0, ,1,1,0,4,Hijacking,6,Hostage Taking (Kidnapping),0, ,19,Transportation,105,Taxi/Rickshaw, ,A taxi cab was targeted in the attack.,233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,Real Irish Republican Army (RIRA), , , , , ,The specific motive for the attack is unknown.,0,0, ,0,-99,0,1,10,Unknown,0,0, , , , ,0,13,Unknown,0, ,0, ,0, , , , , , , , , ,It is unknown if weapons were used in the attack.,0,0,0,0,0,0,0,0, ,0, ,1,1,0,-99, , , ,0, , , , , ,3,Hostage(s) escaped (not during rescue attempt),1, ,"Belfast Telegraph, ""Claim and Counter-claim Over Bomb Attack,"" LexisNexis Academic, Belfast Telegraph, April 14, 2010.","Irish Times, ""Real IRA Admits Car Bomb Attack on North's M15 Headquarters,"" LexisNexis Academic, Irish Times, April 13, 2010.","Agence France Presse, ""Car Bomb Explodes near MI5 N.Ireland Headquarters,"" LexisNexis Academic, Agence France Presse, April 12, 2010.",ISVG,0,0,1,1,"201004110009, 201004120005",839,95XX19W1,Holywood Priory,Holywood Priory,95XX19W1,2675,606,1790,17,262,22.65,66.92,0.64,9.79
200,65,2.01004E+11,2010,4,12, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Holywood,54.642435,-5.829995,1,0,"The incident occurred at the Palace barracks and MI-5 office in Hollywood, northern Belfast.","04/12/2010: On Monday night at 0024, in Hollywood, six miles northeast of Belfast, Northern Ireland, Real Irish Republican Army (RIRA) militants detonated a vehicle borne improvised explosive device against the Palace barracks, injuring one civilian. Acc",1,1,1,0,0, ,1,1,0,3,Bombing/Explosion,0, ,0, ,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Northern Ireland Military,The attack targeted the Palace military barracks in northern Belfast.,233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,Real Irish Republican Army (RIRA), , , , , ,The specific motive for the attack is unknown.,0,0, ,0,-99,0,1,2,Call (post-incident),0,0, , , , ,0,6,Explosives/Bombs/Dynamite,15,Vehicle,0, ,0, , , , , , , , , ,A vehicle borne improvised explosive device was used in the attack.,0,0,0,1,0,0,1,4,Unknown,0,The attack caused an unknown amount of property damage.,0,0,0,0, , , ,0, , , , , ,0, ,0, ,"John Burns, ""Northern Ireland Leaders Condemn Bombing,"" New York Times, April 12, 2010, http://www.nytimes.com/2010/04/13/world/europe/13ireland.html?ref=europe.","Irish Times, ""Real IRA Admits Car Bomb Attack on North's M15 Headquarters,"" LexisNexis Academic, Irish Times, April 13, 2010.","Agence France Presse, ""Car Bomb Explodes near MI5 N.Ireland Headquarters,"" LexisNexis Academic, Agence France Presse, April 12, 2010.",ISVG,0,0,1,1,"201004120005, 201004110009",839,95XX19W1,Holywood Priory,Holywood Priory,95XX19W1,2675,606,1790,17,262,22.65,66.92,0.64,9.79
201,184,2.01508E+11,2015,8,14, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Hollywood,54.623324,-5.813171,1,1, ,"08/14/2015: An explosive device detonated in a postal vehicle in a military base in Palace Barracks, Hollywood, Northern Ireland, United Kingdom. There were no reported casualties in the blast. No group claimed responsibility for the incident; however, s",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,0, ,0, ,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Armed Forces of Northern Ireland,Palace Army Barracks,233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,Dissident Republicans, , , , , , ,0,0, ,0,-99,0,0,0, ,0,0, , , , ,0,6,Explosives/Bombs/Dynamite,15,Vehicle,0, ,0, , , , , , , , , ,An explosives-laden parcel planted inside a vehicle was used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,Three vehicles and three garages were damaged in this attack.,0,0,0,0, , , ,0, , , , , ,0, ,0, ,"""Man arrested over bomb blast at M15 headquarters in Co Down,"" Belfast Live, April 6, 2016.","""Chiefs order major review of security at MI5 base in wake of blast,"" Belfast Telegraph, August 15, 2015.","""Explosion at army barracks was incendiary device,"" The Irish News, August 15, 2015.",START Primary Collection,0,0,1,1, ,839,95XX19W1,Holywood Priory,Holywood Priory,95XX19W1,2675,606,1790,17,262,22.65,66.92,0.64,9.79
